class,credits,displayDays,displayTime,location,occurrenceData,professor,professorRating,semester,semestersOffered,title
ACTG 210-01,3,TuTh,2:30pm - 3:45pm,Beckman Hall 214,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 870, 'endTime': 945}], 'W': [], 'Th': [{'startTime': 870, 'endTime': 945}], 'F': [], 'Sa': [], 'Su': []}}",Gregory Njoes,57,spring2026,"['Spring', 'Fall']",Introduction to Financial Accounting
ACTG 210-02,3,TuTh,1:00pm - 2:15pm,Beckman Hall 103,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 780, 'endTime': 855}], 'W': [], 'Th': [{'startTime': 780, 'endTime': 855}], 'F': [], 'Sa': [], 'Su': []}}",Gregory Njoes,57,spring2026,"['Spring', 'Fall']",Introduction to Financial Accounting
ACTG 210-03,3,F,1:00pm - 3:50pm,Beckman Hall 209,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [], 'Th': [], 'F': [{'startTime': 780, 'endTime': 950}], 'Sa': [], 'Su': []}}",TBA,,spring2026,"['Spring', 'Fall']",Introduction to Financial Accounting
ACTG 210-04,3,TuTh,2:30pm - 3:45pm,Beckman Hall 103,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 870, 'endTime': 945}], 'W': [], 'Th': [{'startTime': 870, 'endTime': 945}], 'F': [], 'Sa': [], 'Su': []}}",Praveen Sinha,,spring2026,"['Spring', 'Fall']",Introduction to Financial Accounting
ACTG 210-05,3,TuTh,5:30pm - 6:45pm,Beckman Hall Auditorium 104,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 1050, 'endTime': 1125}], 'W': [], 'Th': [{'startTime': 1050, 'endTime': 1125}], 'F': [], 'Sa': [], 'Su': []}}",Philippe Masbanji,,spring2026,"['Spring', 'Fall']",Introduction to Financial Accounting
ACTG 210-06,3,TuTh,1:00pm - 2:15pm,Beckman Hall 214,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 780, 'endTime': 855}], 'W': [], 'Th': [{'startTime': 780, 'endTime': 855}], 'F': [], 'Sa': [], 'Su': []}}",Praveen Sinha,,spring2026,"['Spring', 'Fall']",Introduction to Financial Accounting
ACTG 210-07,3,TuTh,4:00pm - 5:15pm,Beckman Hall 101,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 960, 'endTime': 1035}], 'W': [], 'Th': [{'startTime': 960, 'endTime': 1035}], 'F': [], 'Sa': [], 'Su': []}}",Dawn Hill,,spring2026,"['Spring', 'Fall']",Introduction to Financial Accounting
ACTG 210-08,3,TuTh,5:30pm - 6:45pm,Beckman Hall 101,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 1050, 'endTime': 1125}], 'W': [], 'Th': [{'startTime': 1050, 'endTime': 1125}], 'F': [], 'Sa': [], 'Su': []}}",Dawn Hill,,spring2026,"['Spring', 'Fall']",Introduction to Financial Accounting
ACTG 211-11,3,F,1:00pm - 3:50pm,Beckman Hall 105,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [], 'Th': [], 'F': [{'startTime': 780, 'endTime': 950}], 'Sa': [], 'Su': []}}",Douglas Johnson,93,spring2026,"['Spring', 'Fall']",Intro to Managerial Accounting
ACTG 211-01,3,MW,2:30pm - 3:45pm,Beckman Hall 210,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 870, 'endTime': 945}], 'Tu': [], 'W': [{'startTime': 870, 'endTime': 945}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Scott Anderson,77,spring2026,"['Spring', 'Fall']",Intro to Managerial Accounting
ACTG 211-02,3,MW,4:00pm - 5:15pm,Beckman Hall 210,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 960, 'endTime': 1035}], 'Tu': [], 'W': [{'startTime': 960, 'endTime': 1035}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Scott Anderson,77,spring2026,"['Spring', 'Fall']",Intro to Managerial Accounting
ACTG 211-03,3,TuTh,2:30pm - 3:45pm,Beckman Hall 211,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 870, 'endTime': 945}], 'W': [], 'Th': [{'startTime': 870, 'endTime': 945}], 'F': [], 'Sa': [], 'Su': []}}",Scott Anderson,77,spring2026,"['Spring', 'Fall']",Intro to Managerial Accounting
ACTG 211-04,3,TuTh,4:00pm - 5:15pm,Beckman Hall 102,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 960, 'endTime': 1035}], 'W': [], 'Th': [{'startTime': 960, 'endTime': 1035}], 'F': [], 'Sa': [], 'Su': []}}",Scott Anderson,77,spring2026,"['Spring', 'Fall']",Intro to Managerial Accounting
ACTG 211-05,3,TuTh,5:30pm - 6:45pm,Beckman Hall 103,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 1050, 'endTime': 1125}], 'W': [], 'Th': [{'startTime': 1050, 'endTime': 1125}], 'F': [], 'Sa': [], 'Su': []}}",Jing Liu,55,spring2026,"['Spring', 'Fall']",Intro to Managerial Accounting
ACTG 312-01,3,MW,1:00pm - 2:15pm,Beckman Hall 210,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 780, 'endTime': 855}], 'Tu': [], 'W': [{'startTime': 780, 'endTime': 855}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Zhi Li,,spring2026,"['Spring', 'Fall']",Financial Reporting and Statement Analysis
ACTG 331-01,3,MW,2:30pm - 3:45pm,Beckman Hall 209,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 870, 'endTime': 945}], 'Tu': [], 'W': [{'startTime': 870, 'endTime': 945}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Timothy Shields,50,spring2026,['Spring'],Intermediate Financial Accounting II
ACTG 331-02,3,TuTh,4:00pm - 5:15pm,Beckman Hall 103,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 960, 'endTime': 1035}], 'W': [], 'Th': [{'startTime': 960, 'endTime': 1035}], 'F': [], 'Sa': [], 'Su': []}}",Philippe Masbanji,,spring2026,['Spring'],Intermediate Financial Accounting II
ACTG 339-01,3,TuTh,10:00am - 11:15am,Beckman Computer Lab 206A,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 600, 'endTime': 675}], 'W': [], 'Th': [{'startTime': 600, 'endTime': 675}], 'F': [], 'Sa': [], 'Su': []}}",Bruce Dehning,75,spring2026,['Spring'],Accounting Information Systems
ACTG 339-02,3,TuTh,11:30am - 12:45pm,Beckman Computer Lab 206A,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 690, 'endTime': 765}], 'W': [], 'Th': [{'startTime': 690, 'endTime': 765}], 'F': [], 'Sa': [], 'Su': []}}",Bruce Dehning,75,spring2026,['Spring'],Accounting Information Systems
ACTG 441-01,3,TuTh,11:30am - 12:45pm,Beckman Hall 209,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 690, 'endTime': 765}], 'W': [], 'Th': [{'startTime': 690, 'endTime': 765}], 'F': [], 'Sa': [], 'Su': []}}",Hank Adler,72,spring2026,['Spring'],"Not-For Profit and Government Accounting, and International Accounting"
ACTG 441-02,3,TuTh,10:00am - 11:15am,Beckman Hall 209,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 600, 'endTime': 675}], 'W': [], 'Th': [{'startTime': 600, 'endTime': 675}], 'F': [], 'Sa': [], 'Su': []}}",Hank Adler,72,spring2026,['Spring'],"Not-For Profit and Government Accounting, and International Accounting"
ACTG 451-01,3,TuTh,2:30pm - 3:45pm,Beckman Hall 212,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 870, 'endTime': 945}], 'W': [], 'Th': [{'startTime': 870, 'endTime': 945}], 'F': [], 'Sa': [], 'Su': []}}",Hank Adler,72,spring2026,['Spring'],Taxation of Corporations and Other Entities
ACTG 451-03,3,TuTh,4:00pm - 5:15pm,Beckman Hall 106,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 960, 'endTime': 1035}], 'W': [], 'Th': [{'startTime': 960, 'endTime': 1035}], 'F': [], 'Sa': [], 'Su': []}}",Hank Adler,72,spring2026,['Spring'],Taxation of Corporations and Other Entities
ACTG 461-01,3,MW,2:30pm - 3:45pm,Beckman Computer Lab 206A,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 870, 'endTime': 945}], 'Tu': [], 'W': [{'startTime': 870, 'endTime': 945}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Bruce Dehning,75,spring2026,['Spring'],Accounting Analytics
ACTG 461-02,3,MW,4:00pm - 5:15pm,Beckman Computer Lab 206A,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 960, 'endTime': 1035}], 'Tu': [], 'W': [{'startTime': 960, 'endTime': 1035}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Bruce Dehning,75,spring2026,['Spring'],Accounting Analytics
ACTG 541-01,3,W,7:00pm - 9:50pm,Beckman Hall 206,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [{'startTime': 1140, 'endTime': 1310}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Mark Engstrom,,spring2026,['Spring'],"Not-For Profit and Government Accounting, and International Accounting"
ACTG 651-01,3,Th,7:00pm - 9:50pm,Beckman Hall 103,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [], 'Th': [{'startTime': 1140, 'endTime': 1310}], 'F': [], 'Sa': [], 'Su': []}}",Jing Liu,55,spring2026,['Spring'],Accounting Analytics
ACTG 675-01,3,Th,4:00pm - 6:50pm,Beckman Hall 210,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [], 'Th': [{'startTime': 960, 'endTime': 1130}], 'F': [], 'Sa': [], 'Su': []}}",Gregory Njoes,57,spring2026,['Spring'],Directed Comprehensive Studies in Accounting
ACTG 681-01,3,M,4:00pm - 6:50pm,Beckman Hall 201,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 960, 'endTime': 1130}], 'Tu': [], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Timothy Shields,50,spring2026,"['Spring', 'Fall']",Professional Ethics and Responsibilities In Accounting
ACTG 695-01,3,Tu,7:00pm - 9:50pm,Beckman Hall 209,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 1140, 'endTime': 1310}], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Rick Rayson,53,spring2026,['Spring'],Special Topics in Accounting
AFST 101-01,3,TuTh,10:00am - 11:15am,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 600, 'endTime': 675}], 'W': [], 'Th': [{'startTime': 600, 'endTime': 675}], 'F': [], 'Sa': [], 'Su': []}}",TBA,,spring2026,"['Spring', 'Fall']",Introduction to Africana Studies
AFST 303-01,3,TuTh,11:30am - 12:45pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 690, 'endTime': 765}], 'W': [], 'Th': [{'startTime': 690, 'endTime': 765}], 'F': [], 'Sa': [], 'Su': []}}",TBA,,spring2026,"['Spring', 'Fall']","""Mixed Race"" Identities"
AFST 344-01,3,MW,1:00pm - 2:15pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 780, 'endTime': 855}], 'Tu': [], 'W': [{'startTime': 780, 'endTime': 855}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Monique Charles,,spring2026,"['Spring', 'Fall']",Black Music and the African Diaspora
AH 201-01,3,TuTh,1:00pm - 2:15pm,Moulton Center 213,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 780, 'endTime': 855}], 'W': [], 'Th': [{'startTime': 780, 'endTime': 855}], 'F': [], 'Sa': [], 'Su': []}}",Deborah Solon,,spring2026,"['Spring', 'Fall']",Renaissance to Modern Art
AH 203-01,3,MW,2:30pm - 3:45pm,Moulton Center 213,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 870, 'endTime': 945}], 'Tu': [], 'W': [{'startTime': 870, 'endTime': 945}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Fiona Shen,,spring2026,['Spring'],Exchange and Evolution in the Arts of China and Japan
AH 305-01,3,MW,10:30am - 11:45am,Moulton Center 213,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 630, 'endTime': 705}], 'Tu': [], 'W': [{'startTime': 630, 'endTime': 705}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Justin Walsh,50,spring2026,['Spring'],Early Greek Art
AH 323-01,3,TuTh,4:00pm - 5:15pm,Moulton Center Conference 216,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 960, 'endTime': 1035}], 'W': [], 'Th': [{'startTime': 960, 'endTime': 1035}], 'F': [], 'Sa': [], 'Su': []}}",Amy Buono,65,spring2026,['Spring'],Arts of Tenochtitlán-Mexico City
AH 329-01,3,TuTh,5:30pm - 6:45pm,Moulton Center Conference 216,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 1050, 'endTime': 1125}], 'W': [], 'Th': [{'startTime': 1050, 'endTime': 1125}], 'F': [], 'Sa': [], 'Su': []}}",Jessica Bocinski,,spring2026,"['Spring', 'Fall']",Experimental Course
AH 331-01,3,MW,4:00pm - 5:15pm,Moulton Center 213,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 960, 'endTime': 1035}], 'Tu': [], 'W': [{'startTime': 960, 'endTime': 1035}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Marianna Davison,,spring2026,['Spring'],History of Photography
AH 332-01,3,TuTh,10:30am - 11:45am,Moulton Center 213,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 630, 'endTime': 705}], 'W': [], 'Th': [{'startTime': 630, 'endTime': 705}], 'F': [], 'Sa': [], 'Su': []}}",Deborah Solon,,spring2026,['Spring'],Modern Art
AH 341-01,3,MW,5:30pm - 6:45pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 1050, 'endTime': 1125}], 'Tu': [], 'W': [{'startTime': 1050, 'endTime': 1125}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Marianna Davison,,spring2026,['Spring'],Contemporary Art:1970-Present
AH 350-01,3,TuTh,1:00pm - 2:15pm,Moulton Center Conference 216,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 780, 'endTime': 855}], 'W': [], 'Th': [{'startTime': 780, 'endTime': 855}], 'F': [], 'Sa': [], 'Su': []}}",Amy Buono,65,spring2026,"['Spring', 'Fall']",Chromophobia-Chromophilia: Color and the Making of the Atlantic World
AH 379-01,3,MW,1:00pm - 2:15pm,Moulton Center 213,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 780, 'endTime': 855}], 'Tu': [], 'W': [{'startTime': 780, 'endTime': 855}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Justin Walsh,50,spring2026,['Spring'],Rome: 3000 Years of the Eternal City
AMST 102-01,3,TuTh,2:30pm - 3:45pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 870, 'endTime': 945}], 'W': [], 'Th': [{'startTime': 870, 'endTime': 945}], 'F': [], 'Sa': [], 'Su': []}}",TBA,,spring2026,"['Spring', 'Fall']",Introduction to Asian American Studies
AMST 380-01,3,MW,1:00pm - 2:15pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 780, 'endTime': 855}], 'Tu': [], 'W': [{'startTime': 780, 'endTime': 855}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Stephanie Takaragawa,78,spring2026,['Spring'],Chop Suey to the Kogi Taco Truck: Asian American Food and Identity
ANTH 102-03,3,TuTh,10:00am - 11:15am,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 600, 'endTime': 675}], 'W': [], 'Th': [{'startTime': 600, 'endTime': 675}], 'F': [], 'Sa': [], 'Su': []}}",Joshua Liashenko,91,spring2026,"['Spring', 'Fall']",Cultural Anthropology
ANTH 102-04,3,TuTh,1:00pm - 2:15pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 780, 'endTime': 855}], 'W': [], 'Th': [{'startTime': 780, 'endTime': 855}], 'F': [], 'Sa': [], 'Su': []}}",Joshua Liashenko,91,spring2026,"['Spring', 'Fall']",Cultural Anthropology
ANTH 102-01,3,MWF,9:00am - 9:50am,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 540, 'endTime': 590}], 'Tu': [], 'W': [{'startTime': 540, 'endTime': 590}], 'Th': [], 'F': [{'startTime': 540, 'endTime': 590}], 'Sa': [], 'Su': []}}",Shyh-Wei Yang,71,spring2026,"['Spring', 'Fall']",Cultural Anthropology
ANTH 102-02,3,MWF,10:00am - 10:50am,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 600, 'endTime': 650}], 'Tu': [], 'W': [{'startTime': 600, 'endTime': 650}], 'Th': [], 'F': [{'startTime': 600, 'endTime': 650}], 'Sa': [], 'Su': []}}",Shyh-Wei Yang,71,spring2026,"['Spring', 'Fall']",Cultural Anthropology
ANTH 102-05,3,Th,7:00pm - 9:50pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [], 'Th': [{'startTime': 1140, 'endTime': 1310}], 'F': [], 'Sa': [], 'Su': []}}",Dianna Stifter,,spring2026,"['Spring', 'Fall']",Cultural Anthropology
ANTH 205-01,3,TuTh,2:30pm - 3:45pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 870, 'endTime': 945}], 'W': [], 'Th': [{'startTime': 870, 'endTime': 945}], 'F': [], 'Sa': [], 'Su': []}}",Alejandro Echeverria,,spring2026,"['Spring', 'Fall']",Language and Culture
ANTH 211-02,3,TuTh,2:30pm - 3:45pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 870, 'endTime': 945}], 'W': [], 'Th': [{'startTime': 870, 'endTime': 945}], 'F': [], 'Sa': [], 'Su': []}}",Wally Zermeno,,spring2026,"['Spring', 'Fall']",Visual Culture
ANTH 211-03,3,TuTh,11:30am - 12:45pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 690, 'endTime': 765}], 'W': [], 'Th': [{'startTime': 690, 'endTime': 765}], 'F': [], 'Sa': [], 'Su': []}}",Wally Zermeno,,spring2026,"['Spring', 'Fall']",Visual Culture
ANTH 301-01,3,TuTh,2:30pm - 3:45pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 870, 'endTime': 945}], 'W': [], 'Th': [{'startTime': 870, 'endTime': 945}], 'F': [], 'Sa': [], 'Su': []}}",Dianna Stifter,,spring2026,"['Spring', 'Fall']",Ethnographic Fieldwork
ANTH 303-01,3,MW,1:00pm - 2:15pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 780, 'endTime': 855}], 'Tu': [], 'W': [{'startTime': 780, 'endTime': 855}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Joshua Liashenko,91,spring2026,['Spring'],Abject Bodies
ANTH 305-01,3,MW,2:30pm - 3:45pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 870, 'endTime': 945}], 'Tu': [], 'W': [{'startTime': 870, 'endTime': 945}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Joshua Liashenko,91,spring2026,"['Spring', 'Fall']",Anthropological Theory
ANTH 321-01,3,TuTh,11:30am - 12:45pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 690, 'endTime': 765}], 'W': [], 'Th': [{'startTime': 690, 'endTime': 765}], 'F': [], 'Sa': [], 'Su': []}}",Barbara Smith,68,spring2026,['Spring'],Archaeology
ANTH 329-01,1-3,TuTh,5:30pm - 6:45pm,Moulton Center Conference 216,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 1050, 'endTime': 1125}], 'W': [], 'Th': [{'startTime': 1050, 'endTime': 1125}], 'F': [], 'Sa': [], 'Su': []}}",Jessica Bocinski,,spring2026,"['Spring', 'Fall']",Experimental Course
ANTH 330-01,3,TuTh,10:00am - 11:15am,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 600, 'endTime': 675}], 'W': [], 'Th': [{'startTime': 600, 'endTime': 675}], 'F': [], 'Sa': [], 'Su': []}}",Shyh-Wei Yang,71,spring2026,"['Spring', 'Fall']","Culture, Health, and Medicine"
ANTH 361-01,3,MW,1:00pm - 2:15pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 780, 'endTime': 855}], 'Tu': [], 'W': [{'startTime': 780, 'endTime': 855}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Angela Lederach,,spring2026,['Spring'],Conflict & Social Change in Latin America
ARAB 102-01,3,TuTh,5:30pm - 6:45pm,Hashinger Science Center 303,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 1050, 'endTime': 1125}], 'W': [], 'Th': [{'startTime': 1050, 'endTime': 1125}], 'F': [], 'Sa': [], 'Su': []}}",Amer El-Ahraf,72,spring2026,"['Spring', 'Fall']",Elementary Arabic II
ARAB 301-01,3,TuTh,7:00pm - 8:15pm,Hashinger Science Center 303,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 1140, 'endTime': 1215}], 'W': [], 'Th': [{'startTime': 1140, 'endTime': 1215}], 'F': [], 'Sa': [], 'Su': []}}",Amer El-Ahraf,72,spring2026,['Spring'],The Language and Culture of the Arab World: A Contemporary Perspective
ART 115-01,3,MW,1:00pm - 3:50pm,Moulton Center Ceramics 174,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 780, 'endTime': 950}], 'Tu': [], 'W': [{'startTime': 780, 'endTime': 950}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",David Kiddie,75,spring2026,"['Spring', 'Fall']",Foundation Course in Ceramics
ART 115-02,3,TuTh,4:00pm - 6:50pm,Moulton Center Ceramics 174,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 960, 'endTime': 1130}], 'W': [], 'Th': [{'startTime': 960, 'endTime': 1130}], 'F': [], 'Sa': [], 'Su': []}}",Kelsey Zwarka,,spring2026,"['Spring', 'Fall']",Foundation Course in Ceramics
ART 117-01,3,TuTh,1:00pm - 3:50pm,Moulton Center Ceramics 174,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 780, 'endTime': 950}], 'W': [], 'Th': [{'startTime': 780, 'endTime': 950}], 'F': [], 'Sa': [], 'Su': []}}",David Kiddie,75,spring2026,"['Spring', 'Fall']","Ceramics of China, Korea and Japan"
ART 120-01,3,MW,4:00pm - 6:50pm,Moulton Center ART Dept 167,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 960, 'endTime': 1130}], 'Tu': [], 'W': [{'startTime': 960, 'endTime': 1130}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Betsy Seder,,spring2026,"['Spring', 'Fall']",Photographic Imaging
ART 120-02,3,TuTh,1:00pm - 3:50pm,Moulton Center ART Dept 167,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 780, 'endTime': 950}], 'W': [], 'Th': [{'startTime': 780, 'endTime': 950}], 'F': [], 'Sa': [], 'Su': []}}",Joey Morris,,spring2026,"['Spring', 'Fall']",Photographic Imaging
ART 120-03,3,TuTh,7:00pm - 9:50pm,Moulton Center ART Dept 167,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 1140, 'endTime': 1310}], 'W': [], 'Th': [{'startTime': 1140, 'endTime': 1310}], 'F': [], 'Sa': [], 'Su': []}}",Jackie Castillo,,spring2026,"['Spring', 'Fall']",Photographic Imaging
ART 120-04,3,MW,9:00am - 11:50am,Moulton Center ART Dept 167,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 540, 'endTime': 710}], 'Tu': [], 'W': [{'startTime': 540, 'endTime': 710}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Marilyn Montãºfar,,spring2026,"['Spring', 'Fall']",Photographic Imaging
ART 121-01,3,TuTh,1:00pm - 3:50pm,Moulton Center Mac Lab 168,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 780, 'endTime': 950}], 'W': [], 'Th': [{'startTime': 780, 'endTime': 950}], 'F': [], 'Sa': [], 'Su': []}}",Micol Hebron,68,spring2026,['Spring'],Intro to Digital Media
ART 122-01,3,TuTh,4:00pm - 6:50pm,Moulton Center Sculpture 178,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 960, 'endTime': 1130}], 'W': [], 'Th': [{'startTime': 960, 'endTime': 1130}], 'F': [], 'Sa': [], 'Su': []}}",Lisa Williamson,,spring2026,"['Spring', 'Fall']",Objects and Space
ART 123-01,3,MW,9:00am - 11:50am,Moulton Center Painting 227,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 540, 'endTime': 710}], 'Tu': [], 'W': [{'startTime': 540, 'endTime': 710}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Kirsten Everberg,,spring2026,"['Spring', 'Fall']",Painting and Mark Making
